ORI - Agency,Crime Against,MICR Offense,Offenses
 Plainwell Department of Public Safety,Property,,54
 Plainwell Department of Public Safety,Society, Violation of Controlled Substance,5
 Plainwell Department of Public Safety,Society, Obscenity,0
 Plainwell Department of Public Safety,Society, Family Abuse/Neglect Nonviolent,1
 Plainwell Department of Public Safety,Society, Family Other,1
 Plainwell Department of Public Safety,Society, Liquor Violations Other,1
 Plainwell Department of Public Safety,Society, Weapons Offense Other,2
 Plainwell Department of Public Safety,Society, Disorderly Conduct,3
 Plainwell Department of Public Safety,Society, Public Peace Other,5
 Plainwell Department of Public Safety,Society, OUIL or OUID,6
 Plainwell Department of Public Safety,Society, Trespass,3
 Plainwell Department of Public Safety,Society,,27
 Plainwell Department of Public Safety,All Other, Sex Offense Other,1
 Plainwell Department of Public Safety,All Other, Obstructing Police,5
 Plainwell Department of Public Safety,All Other, Escape/Flight,0
 Plainwell Department of Public Safety,All Other, Obstructing Justice,9
 Plainwell Department of Public Safety,All Other, Hit And Run Motor Vehicle Accident,1
 Plainwell Department of Public Safety,All Other, Health And Safety,4
 Plainwell Department of Public Safety,All Other,,20
 Wayland Police Department ,All Other,,230
 Wayland Police Department ,Person, Kidnapping/Abduction,1
 Wayland Police Department ,Person, Sexual Penetration Penis/Vagina CSC 1st,2
 Wayland Police Department ,Person, Sexual Penetration Penis/Vagina CSC 3rd,0
 Wayland Police Department ,Person, Sexual Penetration Oral/Anal CSC 1st,0
 Wayland Police Department ,Person, Sexual Contact Forcible CSC 2nd,1
 Wayland Police Department ,Person, Sexual Contact Forcible CSC 4th,1
 Wayland Police Department ,Person, Nonaggravated Assault,34
 Wayland Police Department ,Person, Aggravated/Felonious Assault,6
 Wayland Police Department ,Person, Intimidation/Stalking,10
 Wayland Police Department ,Person, Non,0
 Wayland Police Department ,Person,,55
 Wayland Police Department ,Property, Robbery,0
 Wayland Police Department ,Property, Arson,1
 Wayland Police Department ,Property, Extortion,1
 Wayland Police Department ,Property, Burglary Forced Entry,3
 Wayland Police Department ,Property, Burglary Entry Without Force (Intent),1
 Wayland Police Department ,Property, Larceny Theft from Building,4
 Wayland Police Department ,Property, Larceny Theft from Motor Vehicle,11
 Wayland Police Department ,Property, Larceny Theft of Motor Vehicle Parts/Accessories,5
 Wayland Police Department ,Property, Larceny Other,13
 Wayland Police Department ,Property, Motor Vehicle Theft,5
 Wayland Police Department ,Property, Motor Vehicle as Stolen Property,0
 Wayland Police Department ,Property, Forgery/Counterfeiting,0
 Wayland Police Department ,Property, Fraud False Pretense/Swindle/Confidence Game,5
 Wayland Police Department ,Property, Fraud Credit Card/ATM,0
 Wayland Police Department ,Property, Fraud Wire,1
 Wayland Police Department ,Property, Fraud Bad Checks,0
 Wayland Police Department ,Property, Fraud Identity Theft,2
 Wayland Police Department ,Property, Embezzlement,1
 Wayland Police Department ,Property, Stolen Property,0
 Wayland Police Department ,Property, Damage To Property,20
 Wayland Police Department ,Property, Retail Fraud Misrepresentation,0
 Wayland Police Department ,Property, Retail Fraud Theft,8
 Wayland Police Department ,Property,,81
 Wayland Police Department ,Society, Violation of Controlled Substance,4
 Wayland Police Department ,Society, Narcotic Equipment Violations,0
 Wayland Police Department ,Society, Obscenity,1
 Wayland Police Department ,Society, Family Abuse/Neglect Nonviolent,1
 Wayland Police Department ,Society, Family Other,1
 Wayland Police Department ,Society, Commercialized Sex Prostitution,1
 Wayland Police Department ,Society, Purchasing Prostitution,1
 Wayland Police Department ,Society, Liquor Violations Other,4
 Wayland Police Department ,Society, Weapons Offense Concealed,3
 Wayland Police Department ,Society, Weapons Offense Other,2
 Wayland Police Department ,Society, Disorderly Conduct,5
 Wayland Police Department ,Society, Public Peace Other,5
 Wayland Police Department ,Society, OUIL or OUID,6
 Wayland Police Department ,Society, Trespass,4
 Wayland Police Department ,Society, Vagrancy,1
 Wayland Police Department ,Society, Animal Cruelty,1
 Wayland Police Department ,Society,,40
 Wayland Police Department ,All Other, Immigration,0
 Wayland Police Department ,All Other, Sex Offense Other,5
 Wayland Police Department ,All Other, Obstructing Police,5
 Wayland Police Department ,All Other, Escape/Flight,0
 Wayland Police Department ,All Other, Obstructing Justice,27
 Wayland Police Department ,All Other, Hit And Run Motor Vehicle Accident,7
 Wayland Police Department ,All Other, Health And Safety,5
 Wayland Police Department ,All Other, Conservation,1
 Wayland Police Department ,All Other, Juvenile Runaway,4
 Wayland Police Department ,All Other,,54
 MSP HUNT ,All Other,,90
 MSP HUNT ,Person, Sexual Penetration Oral/Anal CSC 1st,0
 MSP HUNT ,Person,,0
 MSP HUNT ,Property, Larceny Other,1
 MSP HUNT ,Property, Damage To Property,0
 MSP HUNT ,Property,,1
 MSP HUNT ,Society, Violation of Controlled Substance,51
 MSP HUNT ,Society, Narcotic Equipment Violations,28
 MSP HUNT ,Society, Obscenity,0
 MSP HUNT ,Society, Weapons Offense Concealed,0
 MSP HUNT ,Society, Weapons Offense Other,3
 MSP HUNT ,Society,,82
 MSP HUNT ,All Other, Sex Offense Other,2
 MSP HUNT ,All Other, Obstructing Police,2
 MSP HUNT ,All Other, Escape/Flight,0
 MSP HUNT ,All Other, Obstructing Justice,3
 MSP HUNT ,All Other,,7
 MSP Alpena ,All Other,,643
 MSP Alpena ,Person, Murder/Nonnegligent Manslaughter (Voluntary),2
 MSP Alpena ,Person, Parental Kidnapping,1
 MSP Alpena ,Person, Sexual Penetration Penis/Vagina CSC 1st,10
 MSP Alpena ,Person, Sexual Penetration Penis/Vagina CSC 3rd,5
 MSP Alpena ,Person, Sexual Penetration Oral/Anal CSC 1st,6
 MSP Alpena ,Person, Sexual Penetration Oral/Anal CSC 3rd,1
 MSP Alpena ,Person, Sexual Contact Forcible CSC 2nd,4
 MSP Alpena ,Person, Sexual Contact Forcible CSC 4th,2
 MSP Alpena ,Person, Nonaggravated Assault,110
 MSP Alpena ,Person, Aggravated/Felonious Assault,23
 MSP Alpena ,Person, Intimidation/Stalking,18
 MSP Alpena ,Person,,182
 MSP Alpena ,Property, Arson,1
 MSP Alpena ,Property, Burglary Forced Entry,24
 MSP Alpena ,Property, Burglary Entry w/out Authorization w/or w/out Force,4
 MSP Alpena ,Property, Larceny Pocketpicking,1
 MSP Alpena ,Property, Larceny Pursesnatching,2
 MSP Alpena ,Property, Larceny Theft from Building,9
 MSP Alpena ,Property, Larceny Theft from Motor Vehicle,4
 MSP Alpena ,Property, Larceny Theft of Motor Vehicle Parts/Accessories,2
 MSP Alpena ,Property, Larceny Other,19
 MSP Alpena ,Property, Motor Vehicle Theft,12
 MSP Alpena ,Property, Motor Vehicle as Stolen Property,0
 MSP Alpena ,Property, Forgery/Counterfeiting,2
 MSP Alpena ,Property, Fraud False Pretense/Swindle/Confidence Game,3
 MSP Alpena ,Property, Fraud Credit Card/ATM,7
 MSP Alpena ,Property, Fraud Impersonation,1
 MSP Alpena ,Property, Fraud Wire,0
 MSP Alpena ,Property, Fraud Bad Checks,1
 MSP Alpena ,Property, Fraud Identity Theft,1
 MSP Alpena ,Property, Embezzlement,3
 MSP Alpena ,Property, Stolen Property,0
 MSP Alpena ,Property, Damage To Property,36
 MSP Alpena ,Property, Retail Fraud Theft,27
 MSP Alpena ,Property, Retail Fraud Refund/Exchange,0
 MSP Alpena ,Property,,159
 MSP Alpena ,Society, Violation of Controlled Substance,38
 MSP Alpena ,Society, Narcotic Equipment Violations,11
 MSP Alpena ,Society, Peeping Tom,0
 MSP Alpena ,Society, Obscenity,0
 MSP Alpena ,Society, Family Abuse/Neglect Nonviolent,7
 MSP Alpena ,Society, Family Other,1
 MSP Alpena ,Society, Commercialized Sex Prostitution,1
 MSP Alpena ,Society, Commercialized Sex Assisting/Promoting Prostitution,0
 MSP Alpena ,Society, Liquor Violations Other,8
 MSP Alpena ,Society, Drunkenness,1
 MSP Alpena ,Society, Weapons Offense Concealed,7
 MSP Alpena ,Society, Weapons Offense Other,4
 MSP Alpena ,Society, Disorderly Conduct,1
 MSP Alpena ,Society, Public Peace Other,2
 MSP Alpena ,Society, OUIL or OUID,68
 MSP Alpena ,Society, Trespass,21
 MSP Alpena ,Society, Animal Cruelty,0
 MSP Alpena ,Society,,170
 MSP Alpena ,All Other, Sex Offense Other,10
 MSP Alpena ,All Other, Obstructing Police,13
 MSP Alpena ,All Other, Escape/Flight,1
 MSP Alpena ,All Other, Obstructing Justice,82
 MSP Alpena ,All Other, Hit And Run Motor Vehicle Accident,2
 MSP Alpena ,All Other, Health And Safety,7
 MSP Alpena ,All Other, Invasion of Privacy Other,0
 MSP Alpena ,All Other, Tax/Revenue,3
 MSP Alpena ,All Other, Conservation,4
 MSP Alpena ,All Other, Juvenile Runaway,10
 MSP Alpena ,All Other, Miscellaneous Criminal Offense,0
 MSP Alpena ,All Other,,132
 Alpena County Sheriff's Office ,All Other,,237
 Alpena County Sheriff's Office ,Person, Sexual Penetration Penis/Vagina CSC 1st,1
 Alpena County Sheriff's Office ,Person, Sexual Penetration Penis/Vagina CSC 3rd,1
 Alpena County Sheriff's Office ,Person, Sexual Penetration Oral/Anal CSC 1st,1
 Alpena County Sheriff's Office ,Person, Sexual Penetration Oral/Anal CSC 3rd,1
 Alpena County Sheriff's Office ,Person, Sexual Contact Forcible CSC 2nd,0
 Alpena County Sheriff's Office ,Person, Sexual Contact Forcible CSC 4th,1
 Alpena County Sheriff's Office ,Person, Nonaggravated Assault,37
 Alpena County Sheriff's Office ,Person, Aggravated/Felonious Assault,0
 Alpena County Sheriff's Office ,Person, Intimidation/Stalking,8
 Alpena County Sheriff's Office ,Person,,50
 Alpena County Sheriff's Office ,Property, Burglary Forced Entry,1
 Alpena County Sheriff's Office ,Property, Burglary Entry Without Force (Intent),0
 Alpena County Sheriff's Office ,Property, Burglary Entry w/out Authorization w/or w/out Force,5
 Alpena County Sheriff's Office ,Property, Larceny Theft from Building,7
 Alpena County Sheriff's Office ,Property, Larceny Theft from Motor Vehicle,2
 Alpena County Sheriff's Office ,Property, Larceny Theft of Motor Vehicle Parts/Accessories,0
 Alpena County Sheriff's Office ,Property, Larceny Other,9
 Alpena County Sheriff's Office ,Property, Motor Vehicle Theft,1
 Alpena County Sheriff's Office ,Property, Motor Vehicle as Stolen Property,0
 Alpena County Sheriff's Office ,Property, Forgery/Counterfeiting,0
 Alpena County Sheriff's Office ,Property, Fraud False Pretense/Swindle/Confidence Game,1
 Alpena County Sheriff's Office ,Property, Fraud Credit Card/ATM,5
 Alpena County Sheriff's Office ,Property, Fraud Impersonation,1
 Alpena County Sheriff's Office ,Property, Fraud Welfare,1
 Alpena County Sheriff's Office ,Property, Fraud Bad Checks,1
 Alpena County Sheriff's Office ,Property, Fraud Identity Theft,1
 Alpena County Sheriff's Office ,Property, Fraud Hacking/Computer Invasion,0
 Alpena County Sheriff's Office ,Property, Embezzlement,2
 Alpena County Sheriff's Office ,Property, Damage To Property,15
 Alpena County Sheriff's Office ,Property, Retail Fraud Theft,9
 Alpena County Sheriff's Office ,Property,,61
 Alpena County Sheriff's Office ,Society, Violation of Controlled Substance,5
 Alpena County Sheriff's Office ,Society, Obscenity,1
 Alpena County Sheriff's Office ,Society, Family Abuse/Neglect Nonviolent,6
 Alpena County Sheriff's Office ,Society, Family Other,1
 Alpena County Sheriff's Office ,Society, Liquor Violations Other,2
 Alpena County Sheriff's Office ,Society, Weapons Offense Concealed,0
 Alpena County Sheriff's Office ,Society, Weapons Offense Other,2
 Alpena County Sheriff's Office ,Society, Disorderly Conduct,1
 Alpena County Sheriff's Office ,Society, Public Peace Other,0
 Alpena County Sheriff's Office ,Society, OUIL or OUID,4
 Alpena County Sheriff's Office ,Society, Trespass,4
 Alpena County Sheriff's Office ,Society, Animal Cruelty,3
 Alpena County Sheriff's Office ,Society,,29
 Alpena County Sheriff's Office ,All Other, Sex Offense Other,0
 Alpena County Sheriff's Office ,All Other, Obstructing Police,4
 Alpena County Sheriff's Office ,All Other, Escape/Flight,0
 Alpena County Sheriff's Office ,All Other, Obstructing Justice,34
 Alpena County Sheriff's Office ,All Other, Hit And Run Motor Vehicle Accident,9
 Alpena County Sheriff's Office ,All Other, Health And Safety,46
 Alpena County Sheriff's Office ,All Other, Smuggling,1
 Alpena County Sheriff's Office ,All Other, Conservation,1
 Alpena County Sheriff's Office ,All Other, Juvenile Runaway,1
 Alpena County Sheriff's Office ,All Other, Solicitation (All Crimes Except Prostitution),1
 Alpena County Sheriff's Office ,All Other,,97
 Alpena Police Department ,All Other,,901
 Alpena Police Department ,Person, Murder/Nonnegligent Manslaughter (Voluntary),0
 Alpena Police Department ,Person, Kidnapping/Abduction,1
 Alpena Police Department ,Person, Sexual Penetration Penis/Vagina CSC 1st,8
 Alpena Police Department ,Person, Sexual Penetration Penis/Vagina CSC 3rd,2
 Alpena Police Department ,Person, Sexual Penetration Oral/Anal CSC 1st,1
 Alpena Police Department ,Person, Sexual Penetration Oral/Anal CSC 3rd,0
 Alpena Police Department ,Person, Sexual Penetration Object CSC 1st,0
 Alpena Police Department ,Person, Sexual Penetration Object CSC 3rd,0
 Alpena Police Department ,Person, Sexual Contact Forcible CSC 2nd,3
 Alpena Police Department ,Person, Sexual Contact Forcible CSC 4th,8
 Alpena Police Department ,Person, Nonaggravated Assault,154
 Alpena Police Department ,Person, Aggravated/Felonious Assault,21
 Alpena Police Department ,Person, Intimidation/Stalking,27
 Alpena Police Department ,Person,,225
 Alpena Police Department ,Property, Robbery,1
 Alpena Police Department ,Property, Arson,2
 Alpena Police Department ,Property, Extortion,2
 Alpena Police Department ,Property, Burglary Forced Entry,14
 Alpena Police Department ,Property, Burglary Entry Without Force (Intent),5
 Alpena Police Department ,Property, Burglary Entry w/out Authorization w/or w/out Force,7
 Alpena Police Department ,Property, Larceny Theft from Building,19
 Alpena Police Department ,Property, Larceny Theft from Motor Vehicle,16
 Alpena Police Department ,Property, Larceny Other,54
 Alpena Police Department ,Property, Motor Vehicle Theft,8
