,ORI - Agency,Crime Against,MICR Offense,Victims,Offenses,Incidents,Arrests,Exceptional Clearance,Clearance Rate,2021 Crimes,2020 Crimes,Percent Change
255, Allegan County Sheriff's Office ,Society, Violation of Controlled Substance,0,105,91,59,0,0.6483516483516484,105,130,-0.19230769230769232
256, Allegan County Sheriff's Office ,Society, Narcotic Equipment Violations,0,0,0,0,0,0.0,0,1,-1
257, Allegan County Sheriff's Office ,Society, Peeping Tom,0,0,0,0,0,0.0,0,1,-1
258, Allegan County Sheriff's Office ,Society, Obscenity,0,29,27,0,1,0.037037037037037035,29,22,0.3181818181818182
259, Allegan County Sheriff's Office ,Society, Family Abuse/Neglect Nonviolent,36,21,19,0,2,0.10526315789473684,21,19,0.10526315789473684
260, Allegan County Sheriff's Office ,Society, Liquor License Establishment,0,1,1,0,0,0.0,1,6,-0.8333333333333334
261, Allegan County Sheriff's Office ,Society, Liquor Violations Other,0,55,34,31,0,0.9117647058823529,55,121,-0.5454545454545454
262, Allegan County Sheriff's Office ,Society, Drunkenness,0,0,0,0,0,0.0,0,1,-1
263, Allegan County Sheriff's Office ,Society, Weapons Offense Concealed,0,36,29,20,1,0.7241379310344828,36,35,0.02857142857142857
264, Allegan County Sheriff's Office ,Society, Weapons Offense Explosives,0,2,2,0,0,0.0,2,5,-0.6
265, Allegan County Sheriff's Office ,Society, Weapons Offense Other,0,52,47,3,2,0.10638297872340426,52,73,-0.2876712328767123
266, Allegan County Sheriff's Office ,Society, Disorderly Conduct,14,100,94,20,1,0.22340425531914893,100,90,0.1111111111111111
267, Allegan County Sheriff's Office ,Society, Public Peace Other,87,140,139,1,0,0.007194244604316547,140,167,-0.16167664670658682
268, Allegan County Sheriff's Office ,Society, OUIL or OUID,2,309,285,268,1,0.9438596491228071,309,312,-0.009615384615384616
269, Allegan County Sheriff's Office ,Society, Trespass,164,221,205,11,0,0.05365853658536585,221,219,0.0091324200913242
270, Allegan County Sheriff's Office ,Society,,303,1071,973,413,8,0.43268242548818087,1071,1202,-0.10898502495840266
271, Allegan County Sheriff's Office ,All Other, Possession of Burglary Tools,0,1,0,0,0,0.0,1,0,-0.10898502495840266
272, Allegan County Sheriff's Office ,All Other, Sex Offense Other,4,11,9,1,0,0.1111111111111111,11,17,-0.35294117647058826
273, Allegan County Sheriff's Office ,All Other, Obstructing Police,2,137,80,40,0,0.5,137,157,-0.12738853503184713
274, Allegan County Sheriff's Office ,All Other, Escape/Flight,0,13,11,11,0,1.0,13,11,0.18181818181818182
275, Allegan County Sheriff's Office ,All Other, Obstructing Justice,35,839,784,666,0,0.8494897959183674,839,743,0.12920592193808883
276, Allegan County Sheriff's Office ,All Other, Hit And Run Motor Vehicle Accident,1,2,1,0,0,0.0,2,8,-0.75
277, Allegan County Sheriff's Office ,All Other, Health And Safety,49,124,121,17,2,0.15702479338842976,124,231,-0.46320346320346323
278, Allegan County Sheriff's Office ,All Other, Smuggling,0,4,2,1,0,0.5,4,5,-0.2
279, Allegan County Sheriff's Office ,All Other, Election Laws,0,0,0,0,0,0.0,0,2,-1
280, Allegan County Sheriff's Office ,All Other, Conservation,2,17,17,1,1,0.11764705882352941,17,19,-0.10526315789473684
281, Allegan County Sheriff's Office ,All Other, Juvenile Runaway,8,26,25,2,0,0.08,26,27,-0.037037037037037035
282, Allegan County Sheriff's Office ,All Other, Miscellaneous Criminal Offense,0,0,0,0,0,0.0,0,1,-1
283, Allegan County Sheriff's Office ,All Other,,101,1174,1050,739,3,0.7066666666666667,1174,1221,-0.03849303849303849
284, Allegan Police Department ,All Other,,146,277,265,116,17,0.5018867924528302,284,295,-0.03728813559322034
285, Allegan Police Department ,Person, Sexual Penetration Penis/Vagina CSC 1st,0,0,0,0,0,0.0,0,5,-1
286, Allegan Police Department ,Person, Sexual Penetration Penis/Vagina CSC 3rd,0,0,0,0,0,0.0,0,1,-1
287, Allegan Police Department ,Person, Sexual Penetration Oral/Anal CSC 1st,1,1,1,0,0,0.0,1,0,-1
288, Allegan Police Department ,Person, Sexual Contact Forcible CSC 2nd,7,7,7,3,0,0.42857142857142855,7,0,-1
289, Allegan Police Department ,Person, Sexual Contact Forcible CSC 4th,9,9,9,2,1,0.3333333333333333,9,4,1.25
290, Allegan Police Department ,Person, Nonaggravated Assault,44,40,40,23,4,0.675,44,58,-0.2413793103448276
291, Allegan Police Department ,Person, Aggravated/Felonious Assault,3,3,3,3,0,1.0,3,5,-0.4
292, Allegan Police Department ,Person, Intimidation/Stalking,16,13,13,2,2,0.3076923076923077,16,9,0.7777777777777778
293, Allegan Police Department ,Person,,80,73,73,33,7,0.547945205479452,80,82,-0.024390243902439025
294, Allegan Police Department ,Property, Robbery,0,0,0,0,0,0.0,0,1,-1
295, Allegan Police Department ,Property, Extortion,1,1,1,0,1,1.0,1,0,-1
296, Allegan Police Department ,Property, Burglary Forced Entry,0,0,0,0,0,0.0,0,1,-1
297, Allegan Police Department ,Property, Burglary Entry Without Force (Intent),2,2,2,1,0,0.5,2,1,1
298, Allegan Police Department ,Property, Burglary Entry w/out Authorization w/or w/out Force,5,5,5,3,0,0.6,5,2,1.5
299, Allegan Police Department ,Property, Larceny Theft from Building,8,8,8,1,0,0.125,8,8,0
300, Allegan Police Department ,Property, Larceny Theft from Coin Operated Machine/Device,1,1,1,0,0,0.0,1,0,0
301, Allegan Police Department ,Property, Larceny Theft from Motor Vehicle,2,2,2,0,0,0.0,2,2,0
302, Allegan Police Department ,Property, Larceny Theft of Motor Vehicle Parts/Accessories,1,1,1,0,0,0.0,1,2,-0.5
303, Allegan Police Department ,Property, Larceny Other,3,5,5,0,0,0.0,5,3,0.6666666666666666
304, Allegan Police Department ,Property, Motor Vehicle Theft,2,2,2,0,2,1.0,2,0,0.6666666666666666
305, Allegan Police Department ,Property, Motor Vehicle as Stolen Property,0,0,0,0,0,0.0,0,1,-1
306, Allegan Police Department ,Property, Forgery/Counterfeiting,0,2,2,0,1,0.5,2,1,1
307, Allegan Police Department ,Property, Fraud False Pretense/Swindle/Confidence Game,4,5,5,0,0,0.0,5,3,0.6666666666666666
308, Allegan Police Department ,Property, Fraud Credit Card/ATM,0,0,0,0,0,0.0,0,2,-1
309, Allegan Police Department ,Property, Fraud Impersonation,0,0,0,0,0,0.0,0,3,-1
310, Allegan Police Department ,Property, Fraud Wire,3,3,3,0,0,0.0,3,1,2
311, Allegan Police Department ,Property, Fraud Bad Checks,2,2,2,0,1,0.5,2,0,2
312, Allegan Police Department ,Property, Damage To Property,17,27,25,5,2,0.28,27,9,2
313, Allegan Police Department ,Property, Retail Fraud Misrepresentation,0,0,0,0,0,0.0,0,2,-1
314, Allegan Police Department ,Property, Retail Fraud Theft,0,1,1,1,0,1.0,1,2,-0.5
315, Allegan Police Department ,Property, Retail Fraud Refund/Exchange,0,0,0,0,0,0.0,0,1,-1
316, Allegan Police Department ,Property,,51,67,65,11,7,0.27692307692307694,67,45,0.4888888888888889
317, Allegan Police Department ,Society, Violation of Controlled Substance,0,17,16,6,0,0.375,17,22,-0.22727272727272727
318, Allegan Police Department ,Society, Narcotic Equipment Violations,0,0,0,0,0,0.0,0,1,-1
319, Allegan Police Department ,Society, Obscenity,0,1,1,1,0,1.0,1,0,-1
320, Allegan Police Department ,Society, Family Abuse/Neglect Nonviolent,5,5,5,0,0,0.0,5,3,0.6666666666666666
321, Allegan Police Department ,Society, Liquor Violations Other,0,0,0,0,0,0.0,0,1,-1
322, Allegan Police Department ,Society, Weapons Offense Concealed,0,4,2,2,0,1.0,4,1,3
323, Allegan Police Department ,Society, Weapons Offense Other,0,0,0,0,0,0.0,0,1,-1
324, Allegan Police Department ,Society, Disorderly Conduct,0,5,4,3,0,0.75,5,10,-0.5
325, Allegan Police Department ,Society, Public Peace Other,0,0,0,0,0,0.0,0,2,-1
326, Allegan Police Department ,Society, OUIL or OUID,0,12,12,12,0,1.0,12,13,-0.07692307692307693
327, Allegan Police Department ,Society, Trespass,2,4,4,2,0,0.5,4,4,0
328, Allegan Police Department ,Society,,7,48,44,26,0,0.5909090909090909,48,58,-0.1724137931034483
329, Allegan Police Department ,All Other, Sex Offense Other,0,0,0,0,0,0.0,0,2,-1
330, Allegan Police Department ,All Other, Obstructing Police,2,7,5,4,0,0.8,7,10,-0.3
331, Allegan Police Department ,All Other, Obstructing Justice,3,76,72,42,0,0.5833333333333334,76,98,-0.22448979591836735
332, Allegan Police Department ,All Other, Juvenile Runaway,3,6,6,0,3,0.5,6,0,-0.22448979591836735
333, Allegan Police Department ,All Other,,8,89,83,46,3,0.5903614457831325,89,110,-0.19090909090909092
334, Douglas Police Department ,All Other,,41,69,64,19,0,0.296875,71,67,0.05970149253731343
335, Douglas Police Department ,Person, Nonaggravated Assault,7,7,7,5,0,0.7142857142857143,7,7,0
336, Douglas Police Department ,Person, Aggravated/Felonious Assault,1,1,1,0,0,0.0,1,0,0
337, Douglas Police Department ,Person, Intimidation/Stalking,10,8,8,0,0,0.0,10,3,2.3333333333333335
338, Douglas Police Department ,Person,,18,16,16,5,0,0.3125,18,10,0.8
339, Douglas Police Department ,Property, Robbery,0,0,0,0,0,0.0,0,1,-1
340, Douglas Police Department ,Property, Burglary Forced Entry,0,0,0,0,0,0.0,0,5,-1
341, Douglas Police Department ,Property, Burglary Entry w/out Authorization w/or w/out Force,1,1,1,0,0,0.0,1,0,-1
342, Douglas Police Department ,Property, Larceny Theft from Building,1,2,2,0,0,0.0,2,4,-0.5
343, Douglas Police Department ,Property, Larceny Theft from Motor Vehicle,2,1,1,0,0,0.0,1,0,-0.5
344, Douglas Police Department ,Property, Larceny Theft of Motor Vehicle Parts/Accessories,0,1,1,0,0,0.0,1,0,-0.5
345, Douglas Police Department ,Property, Larceny Other,12,15,15,0,0,0.0,15,5,2
346, Douglas Police Department ,Property, Forgery/Counterfeiting,1,1,1,0,0,0.0,1,1,0
347, Douglas Police Department ,Property, Fraud False Pretense/Swindle/Confidence Game,0,1,1,0,0,0.0,1,6,-0.8333333333333334
348, Douglas Police Department ,Property, Fraud Impersonation,1,1,1,0,0,0.0,1,0,-0.8333333333333334
349, Douglas Police Department ,Property, Fraud Bad Checks,0,1,1,0,0,0.0,1,0,-0.8333333333333334
350, Douglas Police Department ,Property, Fraud Identity Theft,0,0,0,0,0,0.0,0,1,-1
351, Douglas Police Department ,Property, Embezzlement,1,2,1,0,0,0.0,2,1,1
352, Douglas Police Department ,Property, Damage To Property,1,4,2,0,0,0.0,4,6,-0.3333333333333333
353, Douglas Police Department ,Property, Retail Fraud Theft,0,0,0,0,0,0.0,0,3,-1
354, Douglas Police Department ,Property,,20,30,27,0,0,0.0,30,33,-0.09090909090909091
355, Douglas Police Department ,Society, Violation of Controlled Substance,0,1,1,0,0,0.0,1,1,0
356, Douglas Police Department ,Society, Family Abuse/Neglect Nonviolent,1,1,1,0,0,0.0,1,0,0
357, Douglas Police Department ,Society, Disorderly Conduct,0,3,3,3,0,1.0,3,2,0.5
358, Douglas Police Department ,Society, OUIL or OUID,2,4,4,4,0,1.0,4,7,-0.42857142857142855
359, Douglas Police Department ,Society, Trespass,0,3,2,0,0,0.0,3,7,-0.5714285714285714
360, Douglas Police Department ,Society,,3,12,11,7,0,0.6363636363636364,12,17,-0.29411764705882354
361, Douglas Police Department ,All Other, Sex Offense Other,0,1,1,0,0,0.0,1,0,-0.29411764705882354
362, Douglas Police Department ,All Other, Obstructing Police,0,1,0,0,0,0.0,1,1,0
363, Douglas Police Department ,All Other, Obstructing Justice,0,9,9,7,0,0.7777777777777778,9,5,0.8
364, Douglas Police Department ,All Other, Hit And Run Motor Vehicle Accident,0,0,0,0,0,0.0,0,1,-1
365, Douglas Police Department ,All Other,,0,11,10,7,0,0.7,11,7,0.5714285714285714
366, Fennville Police Department Total,All Other,,30,49,47,18,0,0.3829787234042553,50,83,-0.39759036144578314
367, Fennville Police Department Total,Person, Negligent Homicide/Manslaughter (Involuntary),0,0,0,0,0,0.0,0,1,-1
368, Fennville Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 1st,1,1,1,0,0,0.0,1,0,-1
369, Fennville Police Department Total,Person, Sexual Penetration Object CSC 3rd,0,0,0,0,0,0.0,0,1,-1
370, Fennville Police Department Total,Person, Sexual Contact Forcible CSC 4th,1,1,1,0,0,0.0,1,0,-1
371, Fennville Police Department Total,Person, Nonaggravated Assault,12,12,12,4,0,0.3333333333333333,12,7,0.7142857142857143
372, Fennville Police Department Total,Person, Aggravated/Felonious Assault,3,3,3,0,0,0.0,3,2,0.5
373, Fennville Police Department Total,Person, Intimidation/Stalking,5,4,4,0,0,0.0,5,9,-0.4444444444444444
374, Fennville Police Department Total,Person,,22,21,21,4,0,0.19047619047619047,22,20,0.1
375, Fennville Police Department Total,Property, Larceny Theft from Motor Vehicle,1,2,2,1,0,0.5,2,2,0
376, Fennville Police Department Total,Property, Larceny Other,0,0,0,0,0,0.0,0,3,-1
377, Fennville Police Department Total,Property, Forgery/Counterfeiting,0,0,0,0,0,0.0,0,1,-1
378, Fennville Police Department Total,Property, Fraud False Pretense/Swindle/Confidence Game,0,0,0,0,0,0.0,0,5,-1
379, Fennville Police Department Total,Property, Fraud Bad Checks,0,0,0,0,0,0.0,0,1,-1
380, Fennville Police Department Total,Property, Damage To Property,2,3,3,0,0,0.0,3,8,-0.625
381, Fennville Police Department Total,Property, Retail Fraud Theft,0,0,0,0,0,0.0,0,2,-1
382, Fennville Police Department Total,Property,,3,5,5,1,0,0.2,5,22,-0.7727272727272727
383, Fennville Police Department Total,Society, Violation of Controlled Substance,0,1,1,0,0,0.0,1,4,-0.75
384, Fennville Police Department Total,Society, Narcotic Equipment Violations,0,0,0,0,0,0.0,0,1,-1
385, Fennville Police Department Total,Society, Liquor Violations Other,0,1,0,0,0,0.0,1,2,-0.5
386, Fennville Police Department Total,Society, Weapons Offense Concealed,0,0,0,0,0,0.0,0,3,-1
387, Fennville Police Department Total,Society, Weapons Offense Other,0,0,0,0,0,0.0,0,1,-1
388, Fennville Police Department Total,Society, Disorderly Conduct,0,0,0,0,0,0.0,0,2,-1
389, Fennville Police Department Total,Society, OUIL or OUID,0,6,6,5,0,0.8333333333333334,6,7,-0.14285714285714285
390, Fennville Police Department Total,Society, Trespass,0,0,0,0,0,0.0,0,1,-1
391, Fennville Police Department Total,Society,,0,8,7,5,0,0.7142857142857143,8,21,-0.6190476190476191
392, Fennville Police Department Total,All Other, Sex Offense Other,2,2,2,0,0,0.0,2,0,-0.6190476190476191
393, Fennville Police Department Total,All Other, Obstructing Police,0,4,3,2,0,0.6666666666666666,4,3,0.3333333333333333
394, Fennville Police Department Total,All Other, Obstructing Justice,1,8,8,6,0,0.75,8,15,-0.4666666666666667
395, Fennville Police Department Total,All Other, Hit And Run Motor Vehicle Accident,2,1,1,0,0,0.0,1,1,0
396, Fennville Police Department Total,All Other, Miscellaneous Criminal Offense,0,0,0,0,0,0.0,0,1,-1
397, Fennville Police Department Total,All Other,,5,15,14,8,0,0.5714285714285714,15,20,-0.25
398, Otsego Police Department ,All Other,,172,275,252,0,1,0.003968253968253968,284,267,0.06367041198501873
399, Otsego Police Department ,Person, Sexual Penetration Penis/Vagina CSC 1st,1,1,1,0,0,0.0,1,2,-0.5
400, Otsego Police Department ,Person, Sexual Penetration Oral/Anal CSC 3rd,0,0,0,0,0,0.0,0,1,-1
401, Otsego Police Department ,Person, Sexual Contact Forcible CSC 2nd,1,1,1,0,0,0.0,1,0,-1
402, Otsego Police Department ,Person, Sexual Contact Forcible CSC 4th,2,1,1,0,0,0.0,2,3,-0.3333333333333333
403, Otsego Police Department ,Person, Nonaggravated Assault,32,27,26,0,1,0.038461538461538464,32,34,-0.058823529411764705
404, Otsego Police Department ,Person, Aggravated/Felonious Assault,8,7,7,0,0,0.0,8,4,1
405, Otsego Police Department ,Person, Intimidation/Stalking,12,10,10,0,0,0.0,12,19,-0.3684210526315789
406, Otsego Police Department ,Person,,56,47,46,0,1,0.021739130434782608,56,63,-0.1111111111111111
407, Otsego Police Department ,Property, Arson,0,0,0,0,0,0.0,0,1,-1
408, Otsego Police Department ,Property, Burglary Forced Entry,0,0,0,0,0,0.0,0,5,-1
409, Otsego Police Department ,Property, Burglary Entry Without Force (Intent),1,1,1,0,0,0.0,1,2,-0.5
410, Otsego Police Department ,Property, Burglary Entry w/out Authorization w/or w/out Force,2,2,2,0,0,0.0,2,1,1
411, Otsego Police Department ,Property, Larceny Pocketpicking,0,0,0,0,0,0.0,0,1,-1
412, Otsego Police Department ,Property, Larceny Theft from Building,1,1,1,0,0,0.0,1,4,-0.75
413, Otsego Police Department ,Property, Larceny Theft from Motor Vehicle,17,15,15,0,0,0.0,15,13,0.15384615384615385
414, Otsego Police Department ,Property, Larceny Theft of Motor Vehicle Parts/Accessories,3,5,5,0,0,0.0,5,1,4
415, Otsego Police Department ,Property, Larceny Other,11,13,13,0,0,0.0,13,9,0.4444444444444444
416, Otsego Police Department ,Property, Motor Vehicle Theft,10,9,9,0,0,0.0,9,4,1.25
417, Otsego Police Department ,Property, Forgery/Counterfeiting,2,1,1,0,0,0.0,1,3,-0.6666666666666666
418, Otsego Police Department ,Property, Fraud False Pretense/Swindle/Confidence Game,1,1,1,0,0,0.0,1,2,-0.5
419, Otsego Police Department ,Property, Fraud Credit Card/ATM,5,7,6,0,0,0.0,7,4,0.75
420, Otsego Police Department ,Property, Fraud Impersonation,1,1,1,0,0,0.0,1,3,-0.6666666666666666
421, Otsego Police Department ,Property, Fraud Bad Checks,1,1,1,0,0,0.0,1,1,0
422, Otsego Police Department ,Property, Fraud Identity Theft,4,4,4,0,0,0.0,4,3,0.3333333333333333
423, Otsego Police Department ,Property, Fraud Hacking/Computer Invasion,0,0,0,0,0,0.0,0,1,-1
424, Otsego Police Department ,Property, Embezzlement,1,1,1,0,0,0.0,1,1,0
425, Otsego Police Department ,Property, Damage To Property,14,29,25,0,0,0.0,29,24,0.20833333333333334
426, Otsego Police Department ,Property, Retail Fraud Theft,0,1,1,0,0,0.0,1,4,-0.75
427, Otsego Police Department ,Property,,74,92,87,0,0,0.0,92,87,0.05747126436781609
428, Otsego Police Department ,Society, Violation of Controlled Substance,0,11,10,0,0,0.0,11,4,1.75
429, Otsego Police Department ,Society, Narcotic Equipment Violations,0,0,0,0,0,0.0,0,4,-1
430, Otsego Police Department ,Society, Peeping Tom,0,0,0,0,0,0.0,0,2,-1
431, Otsego Police Department ,Society, Obscenity,0,4,4,0,0,0.0,4,2,1
432, Otsego Police Department ,Society, Family Abuse/Neglect Nonviolent,10,8,5,0,0,0.0,8,16,-0.5
433, Otsego Police Department ,Society, Liquor Violations Other,0,1,1,0,0,0.0,1,0,-0.5
434, Otsego Police Department ,Society, Weapons Offense Concealed,0,2,1,0,0,0.0,2,2,0
435, Otsego Police Department ,Society, Weapons Offense Explosives,0,0,0,0,0,0.0,0,1,-1
436, Otsego Police Department ,Society, Weapons Offense Other,0,2,1,0,0,0.0,2,0,-1
437, Otsego Police Department ,Society, Disorderly Conduct,2,3,2,0,0,0.0,3,2,0.5
438, Otsego Police Department ,Society, Public Peace Other,0,0,0,0,0,0.0,0,3,-1
439, Otsego Police Department ,Society, OUIL or OUID,0,7,7,0,0,0.0,7,9,-0.2222222222222222
440, Otsego Police Department ,Society, Trespass,5,11,10,0,0,0.0,11,1,"1,000.0%"
441, Otsego Police Department ,Society,,17,49,41,0,0,0.0,49,46,0.06521739130434782
442, Otsego Police Department ,All Other, Sex Offense Other,6,5,5,0,0,0.0,5,2,1.5
443, Otsego Police Department ,All Other, Obstructing Police,5,11,9,0,0,0.0,11,8,0.375
444, Otsego Police Department ,All Other, Obstructing Justice,7,58,51,0,0,0.0,58,49,0.1836734693877551
445, Otsego Police Department ,All Other, Hit And Run Motor Vehicle Accident,2,2,2,0,0,0.0,2,2,0
446, Otsego Police Department ,All Other, Health And Safety,5,11,11,0,0,0.0,11,7,0.5714285714285714
447, Otsego Police Department ,All Other, Election Laws,0,0,0,0,0,0.0,0,2,-1
448, Otsego Police Department ,All Other, Juvenile Runaway,0,0,0,0,0,0.0,0,1,-1
449, Otsego Police Department ,All Other,,25,87,78,0,0,0.0,87,71,0.22535211267605634
450, Plainwell Department of Public Safety,All Other,,108,134,124,36,17,0.4274193548387097,141,215,-0.34418604651162793
451, Plainwell Department of Public Safety,Person, Sexual Penetration Penis/Vagina CSC 1st,1,1,1,1,0,1.0,1,1,0
452, Plainwell Department of Public Safety,Person, Sexual Penetration Penis/Vagina CSC 3rd,0,0,0,0,0,0.0,0,1,-1
453, Plainwell Department of Public Safety,Person, Sexual Penetration Object CSC 1st,0,0,0,0,0,0.0,0,2,-1
454, Plainwell Department of Public Safety,Person, Sexual Contact Forcible CSC 2nd,3,2,2,0,0,0.0,3,0,-1
455, Plainwell Department of Public Safety,Person, Sexual Contact Forcible CSC 4th,1,1,1,0,1,1.0,1,2,-0.5
456, Plainwell Department of Public Safety,Person, Nonaggravated Assault,29,24,24,10,7,0.7083333333333334,29,37,-0.21621621621621623
457, Plainwell Department of Public Safety,Person, Aggravated/Felonious Assault,4,4,4,1,0,0.25,4,3,0.3333333333333333
458, Plainwell Department of Public Safety,Person, Intimidation/Stalking,2,1,1,0,0,0.0,2,2,0
